,ID,Category,Title,Description,Amenities,Location,guests,beds,bathrooms,Price_Night,Cleanliness_rating,Accuracy_rating,Communication_rating,Location_rating,Check-in_rating,Value_rating,amenities_count,url,bedrooms
682,9eb7c284-fc1c-4db5-b14b-c0f0b34c0d35,Offbeat,Sweet night under the stars,nan,"['What this place offers', 'Bedroom and laundry', 'Essentials', 'Towels, bed sheets, soap and toilet paper', 'Hangers', 'Heating and cooling', 'Heating', 'Home safety', 'Fire extinguisher', 'Location features', 'Private entrance', 'Separate street or building entrance', 'Parking and facilities', 'Free parking on premises', 'Services', 'Breakfast', 'Breakfast is provided', 'Not included', 'Unavailable: Security cameras on property\nSecurity cameras on property', 'Unavailable: Kitchen\nKitchen', 'Unavailable: Wifi\nWifi', 'Unavailable: TV\nTV', 'Unavailable: Washing machine\nWashing machine', 'Unavailable: Air conditioning\nAir conditioning', 'Unavailable: Hair dryer\nHair dryer', 'Unavailable: Smoke alarm\nSmoke alarm', 'This place may not have a smoke detector. Contact the host with any questions.', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'This place may not have a carbon monoxide detector. Contact the host with any questions.', 'Unavailable: Shampoo\nShampoo']",Caylus Occitanie France,2.0,1.0,1.0,91,4.9,4.9,4.9,4.9,5.0,4.6,7,https://www.airbnb.co.uk/rooms/44352722?adults=1&category_tag=Tag%3A8225&children=0&infants=0&search_mode=flex_destinations_search&check_in=2022-07-24&check_out=2022-07-31&previous_page_section_name=1000&federated_search_id=5a234b9f-ba93-42d8-8853-79e87ba16031,1.0
683,4b61fdea-24ad-4ac2-9c86-aa06fe7060a9,Offbeat,Turtle Bay HuaHin eco luxeTurt Villa  in Lotus Bay,nan,"['What this place offers', 'Scenic views', 'Bay view', 'Canal view', 'Courtyard view', 'Garden view', 'Mountain view', 'River view', 'Valley view', 'Bathroom', 'Hair dryer', 'Shampoo', 'Bedroom and laundry', 'Essentials', 'Towels, bed sheets, soap and toilet paper', 'Entertainment', 'TV', 'Heating and cooling', 'Air conditioning', 'Home safety', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Location features', 'Private entrance', 'Separate street or building entrance', 'Parking and facilities', 'Free parking on premises', 'Services', 'Self check-in', 'Building staff', 'Someone is available 24 hours a day to let guests in', 'Long-term stays allowed', 'Allow stays of 28 days or more', 'Not included', 'Unavailable: Kitchen\nKitchen', 'Unavailable: Wifi\nWifi', 'Unavailable: Washing machine\nWashing machine', 'Unavailable: Heating\nHeating']",Tambon Nong Kae Chang Wat Prachuap Khiri Khan Thailand,2.0,1.0,1.0,60,5.0,5.0,4.9,4.7,5.0,4.8,20,https://www.airbnb.co.uk/rooms/53163431?adults=1&category_tag=Tag%3A8225&children=0&infants=0&search_mode=flex_destinations_search&check_in=2022-03-18&check_out=2022-03-25&previous_page_section_name=1000&federated_search_id=5a234b9f-ba93-42d8-8853-79e87ba16031,1.0
685,4a622ace-f8d1-4b0b-9d5d-00814c24cf7f,Offbeat,Honey's Silo Retreat,nan,"['What this place offers', 'Bathroom', 'Hair dryer', 'Cleaning products', 'Under bathroom sink shampoo', 'Under bathroom sink conditioner', 'Body soap', 'Hot water', 'Bedroom and laundry', 'Essentials', 'Towels, bed sheets, soap and toilet paper', 'Hangers', 'Bed linen', 'Extra pillows and blankets', 'Clothes storage: wardrobe', 'Entertainment', 'TV', 'Heating and cooling', 'Air conditioning', 'Heating', 'Home safety', 'Smoke alarm', '“Smoke alarm on the main floor & the loft. A safety ladder is provided as per code for an escape from the the 2nd story deck.”', 'Fire extinguisher', 'Internet and office', 'Wifi', 'Kitchen and dining', 'Kitchen', 'Space where guests can cook their own meals', 'Refrigerator', 'Microwave', 'Cooking basics', 'Pots and pans, oil, salt and pepper', 'Dishes and silverware', 'Bowls, chopsticks, plates, cups, etc.', 'Freezer', 'Stove', 'Oven', 'Coffee maker', 'Wine glasses', 'Toaster', 'Baking sheet', 'Barbecue utensils', 'Grill, charcoal, bamboo skewers/iron skewers, etc.', 'Coffee', 'Location features', 'Private entrance', 'Separate street or building entrance', 'Outdoor', 'Private patio or balcony', 'Private backyard – Not fully fenced', 'An open space on the property usually covered in grass', 'Outdoor furniture', 'BBQ grill', 'Parking and facilities', 'Free parking on premises', 'Free on-street parking', 'Services', 'Luggage drop-off allowed', ""For guests' convenience when they are arriving early or departing late"", 'Long-term stays allowed', 'Allow stays of 28 days or more', 'Self check-in', 'Lockbox', 'Not included', 'Unavailable: Security cameras on property\nSecurity cameras on property', 'Unavailable: Washing machine\nWashing machine', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Host has indicated that no carbon monoxide detector is necessary. Contact the host with any questions.']",Kalispell Montana United States,2.0,1.0,1.0,173,5.0,5.0,5.0,5.0,5.0,5.0,42,https://www.airbnb.co.uk/rooms/44137957?adults=1&category_tag=Tag%3A8225&children=0&infants=0&search_mode=flex_destinations_search&check_in=2022-05-27&check_out=2022-06-03&previous_page_section_name=1000&federated_search_id=5a234b9f-ba93-42d8-8853-79e87ba16031,1.0
686,ea67cf80-d866-46c8-bd16-b6479a88164d,Offbeat,Yellow Submarine,nan,"['What this place offers', 'Bathroom', 'Shampoo', 'Conditioner', 'Hot water', 'Shower gel', 'Bedroom and laundry', 'Essentials', 'Towels, bed sheets, soap and toilet paper', 'Hangers', 'Bed linen', 'Extra pillows and blankets', 'Entertainment', 'Sound system', 'Games console', 'Family', 'Children’s books and toys', 'Heating and cooling', 'Heating', 'Home safety', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Internet and office', 'Dedicated workspace', 'A desk or table with a chair and space for a laptop.', 'Kitchen and dining', 'Kitchen', 'Space where guests can cook their own meals', 'Microwave', 'Dishes and silverware', 'Bowls, chopsticks, plates, cups, etc.', 'Mini fridge', 'Kettle', 'Coffee maker', 'Wine glasses', 'Toaster', 'Location features', 'Private entrance', 'Separate street or building entrance', 'Outdoor', 'Private patio or balcony', 'Garden', 'An open space on the property usually covered in grass', 'Parking and facilities', 'Free parking on premises', 'Free on-street parking', 'Services', 'Luggage drop-off allowed', ""For guests' convenience when they are arriving early or departing late"", 'Breakfast', 'Breakfast is provided', 'Long-term stays allowed', 'Allow stays of 28 days or more', 'Self check-in', 'Lockbox', 'Not included', 'Unavailable: Security cameras on property\nSecurity cameras on property', 'Unavailable: Wifi\nWifi', 'Unavailable: TV\nTV', 'Unavailable: Washing machine\nWashing machine', 'Unavailable: Air conditioning\nAir conditioning', 'Unavailable: Hair dryer\nHair dryer']",Marton Manawatu-Wanganui New Zealand,4.0,4.0,1.0,58,4.9,5.0,5.0,4.9,5.0,4.8,34,https://www.airbnb.co.uk/rooms/20605023?adults=1&category_tag=Tag%3A8225&children=0&infants=0&search_mode=flex_destinations_search&check_in=2022-05-01&check_out=2022-05-08&previous_page_section_name=1000&federated_search_id=5a234b9f-ba93-42d8-8853-79e87ba16031,1.0
687,d6f6e71f-c906-48fc-b5fa-665fbbc51c2e,Offbeat,Casa LoftBox II,nan,"['What this place offers', 'Bathroom', 'Hair dryer', 'Hot water', 'Bedroom and laundry', 'Essentials', 'Towels, bed sheets, soap and toilet paper', 'Hangers', 'Entertainment', 'TV', 'Heating and cooling', 'Heating', 'Home safety', 'Fire extinguisher', 'Kitchen and dining', 'Kitchen', 'Space where guests can cook their own meals', 'Refrigerator', 'Microwave', 'Cooking basics', 'Pots and pans, oil, salt and pepper', 'Dishes and silverware', 'Bowls, chopsticks, plates, cups, etc.', 'Dishwasher', 'Oven', 'Coffee maker', 'Location features', 'Private entrance', 'Separate street or building entrance', 'Outdoor', 'Private patio or balcony', 'Garden', 'An open space on the property usually covered in grass', 'Outdoor furniture', 'Outdoor dining area', 'BBQ grill', 'Parking and facilities', 'Free parking on premises', 'Services', 'Long-term stays allowed', 'Allow stays of 28 days or more', 'Not included', 'Unavailable: Security cameras on property\nSecurity cameras on property', 'Unavailable: Wifi\nWifi', 'Unavailable: Washing machine\nWashing machine', 'Unavailable: Air conditioning\nAir conditioning', 'Unavailable: Smoke alarm\nSmoke alarm', 'This place may not have a smoke detector. Contact the host with any questions.', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'This place may not have a carbon monoxide detector. Contact the host with any questions.', 'Unavailable: Shampoo\nShampoo']",Pichilemu Sexta Región del General Libertador Bernardo O'Higgins Chile,6.0,7.0,2.0,167,4.8,5.0,5.0,4.9,5.0,5.0,23,https://www.airbnb.co.uk/rooms/37295605?adults=1&category_tag=Tag%3A8225&children=0&infants=0&search_mode=flex_destinations_search&check_in=2022-03-18&check_out=2022-03-25&previous_page_section_name=1000&federated_search_id=5a234b9f-ba93-42d8-8853-79e87ba16031,3.0
688,ddecc10f-78e7-4470-88d7-a0af1ccbdcd3,Offbeat,IGLU Hut Milzkalne,nan,"['What this place offers', 'Bathroom', 'Hair dryer', 'Shampoo', 'Hot water', 'Shower gel', 'Bedroom and laundry', 'Essentials', 'Towels, bed sheets, soap and toilet paper', 'Hangers', 'Bed linen', 'Family', 'Cot', 'Heating and cooling', 'Heating', 'Home safety', 'Smoke alarm', 'Fire extinguisher', 'Internet and office', 'Wifi', 'Kitchen and dining', 'Kitchen', 'Space where guests can cook their own meals', 'Refrigerator', 'Cooking basics', 'Pots and pans, oil, salt and pepper', 'Dishes and silverware', 'Bowls, chopsticks, plates, cups, etc.', 'Barbecue utensils', 'Grill, charcoal, bamboo skewers/iron skewers, etc.', 'Location features', 'Private entrance', 'Separate street or building entrance', 'Outdoor', 'Patio or balcony', 'Garden', 'An open space on the property usually covered in grass', 'BBQ grill', 'Parking and facilities', 'Free parking on premises', 'Hot tub', 'Services', 'Pets allowed', 'Assistance animals are always allowed', 'Long-term stays allowed', 'Allow stays of 28 days or more', 'Not included', 'Unavailable: Security cameras on property\nSecurity cameras on property', 'Unavailable: TV\nTV', 'Unavailable: Washing machine\nWashing machine', 'Unavailable: Air conditioning\nAir conditioning', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'This place may not have a carbon monoxide detector. Contact the host with any questions.']",Smārdes pagasts Engures novads Latvia,4.0,1.0,1.0,51,5.0,4.9,5.0,4.8,5.0,4.7,25,https://www.airbnb.co.uk/rooms/26445770?adults=1&category_tag=Tag%3A8225&children=0&infants=0&search_mode=flex_destinations_search&check_in=2022-05-15&check_out=2022-05-22&previous_page_section_name=1000&federated_search_id=5a234b9f-ba93-42d8-8853-79e87ba16031,1.0
689,8c90b6f4-3527-43ac-9604-86b6a1de97a9,Offbeat,Dome house in the Sacred Valley,nan,"['What this place offers', 'Bathroom', 'Shampoo', 'Internet and office', 'Wifi', 'Dedicated workspace', 'A desk or table with a chair and space for a laptop.', 'Kitchen and dining', 'Kitchen', 'Space where guests can cook their own meals', 'Location features', 'Private entrance', 'Separate street or building entrance', 'Parking and facilities', 'Free parking on premises', 'Services', 'Pets allowed', 'Assistance animals are always allowed', 'Long-term stays allowed', 'Allow stays of 28 days or more', 'Not included', 'Unavailable: Security cameras on property\nSecurity cameras on property', 'Unavailable: TV\nTV', 'Unavailable: Washing machine\nWashing machine', 'Unavailable: Air conditioning\nAir conditioning', 'Unavailable: Hair dryer\nHair dryer', 'Unavailable: Essentials\nEssentials', 'Unavailable: Smoke alarm\nSmoke alarm', 'This place may not have a smoke detector. Contact the host with any questions.', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'This place may not have a carbon monoxide detector. Contact the host with any questions.', 'Unavailable: Heating\nHeating']",Pisac Cusco Peru,2.0,1.0,1.0,21,4.5,4.8,4.6,4.9,4.9,4.6,8,https://www.airbnb.co.uk/rooms/8553576?adults=1&category_tag=Tag%3A8225&children=0&infants=0&search_mode=flex_destinations_search&check_in=2022-06-03&check_out=2022-06-10&previous_page_section_name=1000&federated_search_id=5a234b9f-ba93-42d8-8853-79e87ba16031,1.0
690,7fd516f7-e41d-4957-9aeb-d18179b1f73b,Offbeat,"R.I.P. by ŘÍP -          
Rest In Pod by ŘÍP",nan,"['What this place offers', 'Scenic views', 'Mountain view', 'Valley view', 'Home safety', 'Fire extinguisher', 'Lock on bedroom door', 'Private room can be locked for safety and privacy', 'Internet and office', 'Wifi', 'Kitchen and dining', 'Kitchen', 'Space where guests can cook their own meals', 'Cooking basics', 'Pots and pans, oil, salt and pepper', 'Dishes and silverware', 'Bowls, chopsticks, plates, cups, etc.', 'Coffee', 'Outdoor', 'Fire pit', 'Outdoor dining area', 'Shared outdoor kitchen', 'Services', 'Long-term stays allowed', 'Allow stays of 28 days or more', 'Not included', 'Unavailable: TV\nTV', 'Unavailable: Washing machine\nWashing machine', 'Unavailable: Air conditioning\nAir conditioning', 'Unavailable: Hair dryer\nHair dryer', 'Unavailable: Essentials\nEssentials', 'Unavailable: Smoke alarm\nSmoke alarm', 'This place may not have a smoke detector. Contact the host with any questions.', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'This place may not have a carbon monoxide detector. Contact the host with any questions.', 'Unavailable: Shampoo\nShampoo', 'Unavailable: Private entrance\nPrivate entrance', 'Unavailable: Heating\nHeating']",Krabčice Ústecký kraj Czechia,2.0,1.0,1.0,45,5.0,5.0,5.0,5.0,5.0,5.0,13,https://www.airbnb.co.uk/rooms/50650118?adults=1&category_tag=Tag%3A8225&children=0&infants=0&search_mode=flex_destinations_search&check_in=2022-04-01&check_out=2022-04-08&previous_page_section_name=1000&federated_search_id=5a234b9f-ba93-42d8-8853-79e87ba16031,1.0
691,c9dffab4-d031-4dae-b2a1-8d819fd228f6,Offbeat,Leafy Greens Chiangmai : Snail Dome (SND),nan,"['What this place offers', 'Bathroom', 'Hair dryer', 'Shampoo', 'Hot water', 'Bedroom and laundry', 'Washing machine', 'Essentials', 'Towels, bed sheets, soap and toilet paper', 'Entertainment', 'TV', 'Suitable for events', 'The listing can accommodate a gathering of 25 or more attendees', 'Heating and cooling', 'Air conditioning', 'Home safety', 'Fire extinguisher', 'First aid kit', 'Internet and office', 'Wifi', 'Dedicated workspace', 'A desk or table with a chair and space for a laptop.', 'Kitchen and dining', 'Kitchen', 'Space where guests can cook their own meals', 'Refrigerator', 'Microwave', 'Cooking basics', 'Pots and pans, oil, salt and pepper', 'Dishes and silverware', 'Bowls, chopsticks, plates, cups, etc.', 'Location features', 'Private entrance', 'Separate street or building entrance', 'Outdoor', 'Garden', 'An open space on the property usually covered in grass', 'BBQ grill', 'Parking and facilities', 'Free parking on premises', 'Services', 'Pets allowed', 'Assistance animals are always allowed', 'Luggage drop-off allowed', ""For guests' convenience when they are arriving early or departing late"", 'Long-term stays allowed', 'Allow stays of 28 days or more', 'Self check-in', 'Lockbox', 'Not included', 'Unavailable: Security cameras on property\nSecurity cameras on property', 'Unavailable: Smoke alarm\nSmoke alarm', 'There is no smoke alarm on the property.', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'There is no carbon monoxide detector on the property.', 'Unavailable: Heating\nHeating']",Tambon Chang Phueak Chang Wat Chiang Mai Thailand,8.0,3.0,2.0,35,4.8,4.9,4.9,4.5,4.8,4.6,26,https://www.airbnb.co.uk/rooms/32751601?adults=1&category_tag=Tag%3A8225&children=0&infants=0&search_mode=flex_destinations_search&check_in=2022-03-18&check_out=2022-03-25&previous_page_section_name=1000&federated_search_id=5a234b9f-ba93-42d8-8853-79e87ba16031,2.0
692,61037112-b0a4-43da-bdea-82af2ddc6c57,Offbeat,Tree-house Experience on a river,nan,"['What this place offers', 'Bathroom', 'Hot water', 'Bedroom and laundry', 'Essentials', 'Towels, bed sheets, soap and toilet paper', 'Entertainment', 'Suitable for events', 'The listing can accommodate a gathering of 25 or more attendees', 'Home safety', 'Smoke alarm', 'Fire extinguisher', 'First aid kit', 'Internet and office', 'Wifi', 'Kitchen and dining', 'Kitchen', 'Space where guests can cook their own meals', 'Location features', 'Waterfront', 'Right next to a body of water', 'Outdoor', 'BBQ grill', 'Parking and facilities', 'Free parking on premises', 'Pool', 'Gym', 'Services', 'Long-term stays allowed', 'Allow stays of 28 days or more', 'Not included', 'Unavailable: Security cameras on property\nSecurity cameras on property', 'Unavailable: TV\nTV', 'Unavailable: Washing machine\nWashing machine', 'Unavailable: Air conditioning\nAir conditioning', 'Unavailable: Hair dryer\nHair dryer', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'This place may not have a carbon monoxide detector. Contact the host with any questions.', 'Unavailable: Shampoo\nShampoo', 'Unavailable: Private entrance\nPrivate entrance', 'Unavailable: Heating\nHeating']",Panama,2.0,1.0,1.5,76,4.8,5.0,4.8,4.9,4.8,4.8,14,https://www.airbnb.co.uk/rooms/4925393?adults=1&category_tag=Tag%3A8225&children=0&infants=0&search_mode=flex_destinations_search&check_in=2022-03-20&check_out=2022-03-27&previous_page_section_name=1000&federated_search_id=5a234b9f-ba93-42d8-8853-79e87ba16031,1.0
693,fcc99396-853b-4b85-aa11-2018acd1d2ee,Offbeat,Atlantis Villa @ A'Famosa,nan,"['What this place offers', 'Bathroom', 'Hair dryer', 'Shampoo', 'Bedroom and laundry', 'Essentials', 'Towels, bed sheets, soap and toilet paper', 'Hangers', 'Entertainment', 'TV', 'Heating and cooling', 'Air conditioning', 'Home safety', 'Smoke alarm', 'Internet and office', 'Wifi', 'Dedicated workspace', 'A desk or table with a chair and space for a laptop.', 'Parking and facilities', 'Free parking on premises', 'Pool', 'Services', 'Long-term stays allowed', 'Allow stays of 28 days or more', 'Not included', 'Unavailable: Security cameras on property\nSecurity cameras on property', 'Unavailable: Kitchen\nKitchen', 'Unavailable: Washing machine\nWashing machine', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'This place may not have a carbon monoxide detector. Contact the host with any questions.', 'Unavailable: Private entrance\nPrivate entrance', 'Unavailable: Heating\nHeating']",Alor Gajah Melaka Malaysia,16.0,17.0,10.0,278,4.5,4.3,4.4,4.6,4.8,4.4,12,https://www.airbnb.co.uk/rooms/49578362?adults=1&category_tag=Tag%3A8225&children=0&infants=0&search_mode=flex_destinations_search&check_in=2022-03-28&check_out=2022-04-04&previous_page_section_name=1000&federated_search_id=5a234b9f-ba93-42d8-8853-79e87ba16031,10.0
694,625b2cc7-f5e3-4728-8c4e-e59bb5eb9888,Offbeat,Igluhut Tiny House am Winterberghof,nan,"['What this place offers', 'Bathroom', 'Hot water', 'Bedroom and laundry', 'Essentials', 'Towels, bed sheets, soap and toilet paper', 'Entertainment', 'TV', 'Heating and cooling', 'Heating', 'Home safety', 'Smoke alarm', 'Internet and office', 'Wifi', 'Kitchen and dining', 'Kitchen', 'Space where guests can cook their own meals', 'Refrigerator', 'Cooking basics', 'Pots and pans, oil, salt and pepper', 'Dishes and silverware', 'Bowls, chopsticks, plates, cups, etc.', 'Stove', 'Coffee maker', 'Location features', 'Private entrance', 'Separate street or building entrance', 'Outdoor', 'Patio or balcony', 'Garden', 'An open space on the property usually covered in grass', 'Parking and facilities', 'Free parking on premises', 'Services', 'Long-term stays allowed', 'Allow stays of 28 days or more', 'Not included', 'Unavailable: Security cameras on property\nSecurity cameras on property', 'Unavailable: Washing machine\nWashing machine', 'Unavailable: Air conditioning\nAir conditioning', 'Unavailable: Hair dryer\nHair dryer', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'There is no carbon monoxide detector on the property.', 'Unavailable: Shampoo\nShampoo']",Vöhrenbach Baden-Württemberg Germany,2.0,1.0,1.0,117,5.0,5.0,5.0,4.9,5.0,4.7,17,https://www.airbnb.co.uk/rooms/28573355?adults=1&category_tag=Tag%3A8225&children=0&infants=0&search_mode=flex_destinations_search&check_in=2022-03-28&check_out=2022-04-04&previous_page_section_name=1000&federated_search_id=5a234b9f-ba93-42d8-8853-79e87ba16031,1.0
695,ceb92cf3-02ac-440d-a6bd-c2494341395e,Offbeat,Heated sleeping cabin made of straw panels - MINI2,nan,"['What this place offers', 'Bathroom', 'Hot water', 'Bedroom and laundry', 'Washing machine', 'Dryer', 'Essentials', 'Towels, bed sheets, soap and toilet paper', 'Bed linen', 'Extra pillows and blankets', 'Entertainment', 'TV with standard cable/satellite', 'Heating and cooling', 'Indoor fireplace', 'Heating', 'Home safety', 'Smoke alarm', 'Fire extinguisher', 'First aid kit', 'Internet and office', 'Wifi', 'Kitchen and dining', 'Kitchen', 'Space where guests can cook their own meals', 'Refrigerator', 'Cooking basics', 'Pots and pans, oil, salt and pepper', 'Dishes and silverware', 'Bowls, chopsticks, plates, cups, etc.', 'Dishwasher', 'Stove', 'Oven', 'Coffee maker', 'Outdoor', 'Patio or balcony', 'Garden', 'An open space on the property usually covered in grass', 'BBQ grill', 'Parking and facilities', 'Free parking on premises', 'Free on-street parking', 'EV charger', 'Guests can charge their electric vehicles on the property.', 'Gym', 'Single level home', 'No stairs in home', 'Services', 'Luggage drop-off allowed', ""For guests' convenience when they are arriving early or departing late"", 'Long-term stays allowed', 'Allow stays of 28 days or more', 'Self check-in', 'Building staff', 'Someone is available 24 hours a day to let guests in', 'Not included', 'Unavailable: Security cameras on property\nSecurity cameras on property', 'Unavailable: Air conditioning\nAir conditioning', 'Unavailable: Hair dryer\nHair dryer', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'This place may not have a carbon monoxide detector. Contact the host with any questions.', 'Unavailable: Shampoo\nShampoo', 'Unavailable: Private entrance\nPrivate entrance']",Harju County Estonia,2.0,1.0,1.5,33,4.9,5.0,5.0,4.8,4.9,4.6,33,https://www.airbnb.co.uk/rooms/37518568?adults=1&category_tag=Tag%3A8225&children=0&infants=0&search_mode=flex_destinations_search&check_in=2022-03-20&check_out=2022-03-27&previous_page_section_name=1000&federated_search_id=5a234b9f-ba93-42d8-8853-79e87ba16031,1.0
696,34e59f4d-9366-42db-bfcb-4ea8e4cc869b,Offbeat,HIDEOUT BALI - Eco Bamboo Home,nan,"['What this place offers', 'Scenic views', 'River view', 'Bathroom', 'Shampoo', 'Hot water', 'Bedroom and laundry', 'Essentials', 'Towels, bed sheets, soap and toilet paper', 'Hangers', 'Bed linen', 'Home safety', 'Fire extinguisher', 'First aid kit', 'Internet and office', 'Wifi', 'Dedicated workspace', 'A desk or table with a chair and space for a laptop.', 'Kitchen and dining', 'Kitchen', 'Space where guests can cook their own meals', 'Refrigerator', 'Cooking basics', 'Pots and pans, oil, salt and pepper', 'Dishes and silverware', 'Bowls, chopsticks, plates, cups, etc.', 'Stove', 'Location features', 'Waterfront', 'Right next to a body of water', 'Private entrance', 'Separate street or building entrance', 'Outdoor', 'Private backyard – Fully fenced', 'An open space on the property usually covered in grass', 'Parking and facilities', 'Free parking on premises', 'Free on-street parking', 'Shared outdoor pool', 'Services', 'Pets allowed', 'Assistance animals are always allowed', 'Luggage drop-off allowed', ""For guests' convenience when they are arriving early or departing late"", 'Breakfast', 'Breakfast is provided', 'Host greets you', 'Not included', 'Unavailable: Security cameras on property\nSecurity cameras on property', 'Unavailable: TV\nTV', 'Unavailable: Washing machine\nWashing machine', 'Unavailable: Air conditioning\nAir conditioning', 'Unavailable: Hair dryer\nHair dryer', 'Unavailable: Smoke alarm\nSmoke alarm', 'There is no smoke alarm on the property.', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'There is no carbon monoxide detector on the property.', 'Unavailable: Heating\nHeating']",Selat Bali Indonesia,2.0,1.0,1.5,119,4.8,4.9,4.9,4.8,4.9,4.7,25,https://www.airbnb.co.uk/rooms/5904771?adults=1&category_tag=Tag%3A8225&children=0&infants=0&search_mode=flex_destinations_search&check_in=2022-04-08&check_out=2022-04-15&previous_page_section_name=1000&federated_search_id=5a234b9f-ba93-42d8-8853-79e87ba16031,1.0
697,a893679f-32fb-492f-9b4e-cd3a726d39ba,Offbeat,Veluvana Bali - Owl Bamboo House,nan,"['What this place offers', 'Scenic views', 'Garden view', 'Mountain view', 'Pool view', 'Valley view', 'Bathroom', 'Hair dryer', 'Shampoo', 'Hot water', 'Shower gel', 'Bedroom and laundry', 'Dryer', 'Essentials', 'Towels, bed sheets, soap and toilet paper', 'Hangers', 'Bed linen', 'Iron', 'Internet and office', 'Wifi', 'Dedicated workspace', 'A desk or table with a chair and space for a laptop.', 'Kitchen and dining', 'Kitchen', 'Space where guests can cook their own meals', 'Refrigerator', 'Dishes and silverware', 'Bowls, chopsticks, plates, cups, etc.', 'Stove', 'Location features', 'Private entrance', 'Separate street or building entrance', 'Outdoor', 'Private patio or balcony', 'Private backyard – Not fully fenced', 'An open space on the property usually covered in grass', 'Outdoor dining area', 'Parking and facilities', 'Free parking on premises', 'Free on-street parking', 'Private pool', 'Services', 'Pets allowed', 'Assistance animals are always allowed', 'Breakfast', 'Breakfast is provided', 'Host greets you', 'Not included', 'Unavailable: Security cameras on property\nSecurity cameras on property', 'Unavailable: TV\nTV', 'Unavailable: Washing machine\nWashing machine', 'Unavailable: Air conditioning\nAir conditioning', 'Unavailable: Smoke alarm\nSmoke alarm', 'There is no smoke alarm on the property.', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Host has indicated that no carbon monoxide detector is necessary. Contact the host with any questions.', 'Unavailable: Heating\nHeating']",Sidemen Bali Indonesia,2.0,1.0,1.5,123,4.7,4.9,4.9,4.8,4.9,4.8,29,https://www.airbnb.co.uk/rooms/43629767?adults=1&category_tag=Tag%3A8225&children=0&infants=0&search_mode=flex_destinations_search&check_in=2022-10-14&check_out=2022-10-21&previous_page_section_name=1000&federated_search_id=5a234b9f-ba93-42d8-8853-79e87ba16031,1.0
698,06a00e32-3f56-4e37-a7ef-d4076a9045dd,Offbeat,Bamboo eco cottage in rice fields,nan,"['What this place offers', 'Bathroom', 'Hair dryer', 'Shampoo', 'Hot water', 'Bedroom and laundry', 'Washing machine', 'Dryer', 'Essentials', 'Towels, bed sheets, soap and toilet paper', 'Iron', 'Home safety', 'Fire extinguisher', 'Internet and office', 'Wifi', 'Kitchen and dining', 'Cooking basics', 'Pots and pans, oil, salt and pepper', 'Outdoor', 'Patio or balcony', 'Garden', 'An open space on the property usually covered in grass', 'Parking and facilities', 'Free on-street parking', 'Pool', 'Services', 'Luggage drop-off allowed', ""For guests' convenience when they are arriving early or departing late"", 'Long-term stays allowed', 'Allow stays of 28 days or more', 'Host greets you', 'Not included', 'Unavailable: Security cameras on property\nSecurity cameras on property', 'Unavailable: Kitchen\nKitchen', 'Unavailable: TV\nTV', 'Unavailable: Air conditioning\nAir conditioning', 'Unavailable: Smoke alarm\nSmoke alarm', 'This place may not have a smoke detector. Contact the host with any questions.', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'This place may not have a carbon monoxide detector. Contact the host with any questions.', 'Unavailable: Private entrance\nPrivate entrance', 'Unavailable: Heating\nHeating']",Ubud Bali Indonesia,4.0,2.0,1.0,50,4.5,4.7,4.7,4.7,4.7,4.6,17,https://www.airbnb.co.uk/rooms/744971?adults=1&category_tag=Tag%3A8225&children=0&infants=0&search_mode=flex_destinations_search&check_in=2022-03-18&check_out=2022-03-25&previous_page_section_name=1000&federated_search_id=5a234b9f-ba93-42d8-8853-79e87ba16031,1.0
